자백,jabaek,jabaeg,chabaek,capayk
검둥오리사촌,geomdung-orisachon,geomdung-olisachon,kŏmdungorisach'on,kemtwung.olisachon
검둥이,geomdung-i,geomdung-i,kŏmdungi,kemtwung.i
검사,geomsa,geomsa,kŏmsa,kēmsa
검열,geomyeol,geom-yeol,kŏmyŏl,kēm.yel
검은금,geomeun-geum,geom-eungeum,kŏmŭn'gŭm,kem.unkum
검은담비,geomeundambi,geom-eundambi,kŏmŭndambi,kem.untampi
검은댕기해오라기,geomeundaenggihae-oragi,geom-eundaenggihae-olagi,kŏmŭndaenggihaeoragi,kem.untayngkihayolaki
검은딸기,geomeunttalgi,geom-eunttalgi,kŏmŭnttalgi,kem.unttalki
검은머리흰따오기,geomeunmeorihuinttaogi,geom-eunmeolihuinttaogi,kŏmŭnmŏrihŭinttaogi,kem.unmelihuynttaoki
검은머리흰죽지,geomeunmeorihuinjukji,geom-eunmeolihuinjugji,kŏmŭnmŏrihŭinjukchi,kem.unmelihuyncwukqci
검은목논병아리,geomeunmongnonbyeong-ari,geom-eunmognonbyeong-ali,kŏmŭnmongnonbyŏngari,kem.unmoknonpyeng.ali
검은색,geomeunsaek,geom-eunsaeg,kŏmŭnsaek,kēm.unsayk
검은해오라기,geomeunhae-oragi,geom-eun-hae-olagi,kŏmŭnhaeoragi,kem.un.hayolaki
검정,geomjeong,geomjeong,kŏmjŏng,kemceng
검정망둑,geomjeongmangduk,geomjeongmangdug,kŏmjŏngmangduk,kemcengmangtwuk
검정색,geomjeongsaek,geomjeongsaeg,kŏmjŏngsaek,kemcengsayk
검증,geomjeung,geomjeung,kŏmjŭng,kēmcung
검질,geomjil,geomjil,kŏmjil,kemcil
검질기다,geomjilgida,geomjilgida,kŏmjilgida,kēmcilkita
검찰,geomchal,geomchal,kŏmch'al,kēmchal
검찰청,geomchalcheong,geomchalcheong,kŏmch'alch'ŏng,kēmchalcheng
검토,geomto,geomto,kŏmt'o,kēmtho
겁나다,geomnada,geobnada,kŏmnada,kepnata
겁대가리,geopdaegari,geobdaegali,kŏptaegari,kepqtaykali
겁먹다,geommeokda,geobmeogda,kŏmmŏkta,kepmekqta
겁쟁이,geopjaeng-i,geobjaeng-i,kŏpchaengi,kepqcayng.i
겉핥다,geothalda,geot-haltda,kŏthalta,keth.halthqta
게놈,genom,genom,kenom,keynom
게다가,gedaga,gedaga,kedaga,keytaka
게르마늄,gereumanyum,geleumanyum,kerŭmanyum,keylumanyum
게르만,gereuman,geleuman,kerŭman,keyluman
게릴라,gerilla,gelilla,kerilla,keylilla
게맛살,gematsal,gemassal,kemassal,keymasqsal
게사니,gesani,gesani,kesani,keysani
게시판,gesipan,gesipan,kesip'an,kēysiphan
게우다,ge-uda,ge-uda,keuda,keywuta
게으르다,geeureuda,geeuleuda,keŭrŭda,keyuluta
게으름뱅이,geeureumbaeng-i,geeuleumbaeng-i,keŭrŭmbaengi,keyulumpayng.i
게이,gei,gei,kei,keyi
게이기,geigi,geigi,keigi,keyiki
게이샤,geisya,geisya,keisya,keyisya
게이트,geiteu,geiteu,keit'ŭ,keyithu
게임,geim,geim,keim,qkeyim
게장,gejang,gejang,kejang,keycang
게타,geta,geta,ket'a,qkeytha
게톱치,getopchi,getobchi,ket'opch'i,keythopchi
겨누다,gyeonuda,gyeonuda,kyŏnuda,kyenwuta
겨드랑이,gyeodeurang-i,gyeodeulang-i,kyŏdŭrangi,kyetulang.i
겨레,gyeore,gyeole,kyŏre,kyeley
겨루다,gyeoruda,gyeoluda,kyŏruda,kyelwuta
겨우,gyeou,gyeou,kyŏu,kyewu
겨우살이,gyeousari,gyeousal-i,kyŏusari,kyewusal.i
겨울,gyeoul,gyeoul,kyŏul,kyewul
겨자,gyeoja,gyeoja,kyŏja,kyeca
격납고,gyeongnapgo,gyeognabgo,kyŏngnapko,kyeknapqko
격려,gyeongnyeo,gyeoglyeo,kyŏngnyŏ,kyeklye
격언,gyeogeon,gyeog-eon,kyŏgŏn,kyek.en
겪다,gyeokda,gyeokkda,kyŏkta,kyekkqta
견과,gyeon-gwa,gyeongwa,kyŏn'gwa,kyenkwa
견디다,gyeondida,gyeondida,kyŏndida,kyentita
견본,gyeonbon,gyeonbon,kyŏnbon,kyēnpon
견해,gyeonhae,gyeon-hae,kyŏnhae,kyēn.hay
결과적,gyeolgwajeok,gyeolgwajeog,kyŏlgwajŏk,kyelkwacek
결국,gyeolguk,gyeolgug,kyŏlguk,kyelkwuk
결론,gyeollon,gyeollon,kyŏllon,kyellon
결사옹위,gyeolsaong-wi,gyeolsaong-wi,kyŏlssaongwi,kyelqsaong.wi
결석,gyeolseok,gyeolseog,kyŏlssŏk,kyelqsek
결석하다,gyeolseokhada,gyeolseog-hada,kyŏlssŏkhada,kyelqsek.hata
결심,gyeolsim,gyeolsim,kyŏlssim,kyelqsim
결심하다,gyeolsimhada,gyeolsimhada,kyŏlssimhada,kyelqsimhata
결장,gyeoljang,gyeoljang,kyŏlchang,kyelqcang
결정,gyeoljeong,gyeoljeong,kyŏlchŏng,kyelqceng
결정되다,gyeoljeongdoeda,gyeoljeongdoeda,kyŏlchŏngdoeda,kyelqcengtoyta
결정수,gyeoljeongsu,gyeoljeongsu,kyŏlchŏngsu,kyelqcengswu
결정짓다,gyeoljeongjitda,gyeoljeongjisda,kyŏlchŏngjitta,kyelqcengcisqta
결정하다,gyeoljeonghada,gyeoljeonghada,kyŏlchŏnghada,kyelqcenghata
결정화,gyeoljeonghwa,gyeoljeonghwa,kyŏlchŏnghwa,kyelqcenghwa
결코,gyeolko,gyeolko,kyŏlk'o,kyelkho
결핵,gyeolhaek,gyeol-haeg,kyŏrhaek,kyel.hayk
결혼,gyeolhon,gyeol-hon,kyŏrhon,kyel.hon
결혼하다,gyeolhonhada,gyeol-hon-hada,kyŏrhonhada,kyel.hon.hata
겸손하다,gyeomsonhada,gyeomson-hada,kyŏmsonhada,kyemson.hata
겹다,gyeopda,gyeobda,kyŏpta,kyēpqta
겹치다,gyeopchida,gyeobchida,kyŏpch'ida,kyepchita
경계,gyeonggye,gyeonggye,kyŏnggye,kyengkyey
경계하다,gyeonggyehada,gyeonggyehada,kyŏnggyehada,kyēngkyeyhata
경고,gyeonggo,gyeonggo,kyŏnggo,kyēngko
경고하다,gyeonggohada,gyeonggohada,kyŏnggohada,kyēngkohata
경구,gyeonggu,gyeonggu,kyŏnggu,kyēngkwu
경기,gyeonggi,gyeonggi,kyŏnggi,kyēngki
경기장,gyeonggijang,gyeonggijang,kyŏnggijang,kyēngkicang
경력,gyeongnyeok,gyeonglyeog,kyŏngnyŏk,kyenglyek
경련,gyeongnyeon,gyeonglyeon,kyŏngnyŏn,kyenglyen
경로,gyeongno,gyeonglo,kyŏngno,kyenglo
경마,gyeongma,gyeongma,kyŏngma,kyēngma
경매,gyeongmae,gyeongmae,kyŏngmae,kyēngmay
경멸적,gyeongmyeoljeok,gyeongmyeoljeog,kyŏngmyŏlchŏk,kyengmyelqcek
경보기,gyeongbogi,gyeongbogi,kyŏngbogi,kyēngpoki
경비원,gyeongbiwon,gyeongbiwon,kyŏngbiwŏn,kyēngpiwen
경사,gyeongsa,gyeongsa,kyŏngsa,kyengsa
경상남도,Gyeongsangnamdo,Gyeongsangnamdo,Kyŏngsangnamdo,Kyēngsangnamto
경상도,Gyeongsangdo,Gyeongsangdo,Kyŏngsangdo,Kyengsangto
경상북도,Gyeongsangbukdo,Gyeongsangbugdo,Kyŏngsangbukto,Kyēngsangpukqto
경색,gyeongsaek,gyeongsaeg,kyŏngsaek,kyengsayk
경성,Gyeongseong,Gyeongseong,Kyŏngsŏng,Kyengseng
경어,gyeong-eo,gyeong-eo,kyŏngŏ,kyēng.e
경영,gyeong-yeong,gyeong-yeong,kyŏngyŏng,kyeng.yeng
경옥,gyeong-ok,gyeong-og,kyŏngok,kyeng.ok
경외,gyeong-oe,gyeong-oe,kyŏngoe,kyēng.oy
경이롭다,gyeong-iropda,gyeong-ilobda,kyŏngiropta,kyeng.ilopqta
경이원지,gyeong-iwonji,gyeong-iwonji,kyŏngiwŏnji,kyēng.iwenci
경쟁력,gyeongjaengnyeok,gyeongjaenglyeog,kyŏngjaengnyŏk,kyēngcaynglyek
경제,gyeongje,gyeongje,kyŏngje,kyengcey
경제적,gyeongjejeok,gyeongjejeog,kyŏngjejŏk,kyengceycek
경제학,gyeongjehak,gyeongjehag,kyŏngjehak,kyengceyhak
경죄,gyeongjoe,gyeongjoe,kyŏngjoe,kyengcoy
경찰,gyeongchal,gyeongchal,kyŏngch'al,kyēngchal
경찰견,gyeongchalgyeon,gyeongchalgyeon,kyŏngch'algyŏn,kyēngchalkyen
경찰관,gyeongchalgwan,gyeongchalgwan,kyŏngch'algwan,kyēngchalkwan
경찰서,gyeongchalseo,gyeongchalseo,kyŏngch'alssŏ,kyēngchalqse
경치,gyeongchi,gyeongchi,kyŏngch'i,kyengchi
경향,gyeonghyang,gyeonghyang,kyŏnghyang,kyenghyang
경험,gyeongheom,gyeongheom,kyŏnghŏm,kyenghem
경험치,gyeongheomchi,gyeongheomchi,kyŏnghŏmch'i,kyenghemchi
경험하다,gyeongheomhada,gyeongheomhada,kyŏnghŏmhada,kyenghemhata
곁사슬,gyeotsaseul,gyeotsaseul,kyŏssasŭl,kyethqsasul
계간,gyegan,gyegan,kyegan,kyeykan
계곡,gyegok,gyegog,kyegok,kyeykok
계곡산개구리,gyegoksan-gaeguri,gyegogsangaeguli,kyegoksan'gaeguri,kyeykokqsankaykwuli
계급,gyegeup,gyegeub,kyegŭp,kyeykup
계단,gyedan,gyedan,kyedan,kyeytan
계란,gyeran,gyelan,kyeran,kyeylan
계란 껍질,gyeran kkeopjil,gyelan kkeobjil,kyeran kkŏpchil,kyeylan kkepqcil
계란 프라이,gyeran peurai,gyelan peulai,kyeran p'ŭrai,kyeylan phulai
계란 후라이,gyeran hurai,gyelan hulai,kyeran hurai,kyeylan hwulai
계렬,gyeryeol,gyelyeol,kyeryŏl,kyeylyel
계모,gyemo,gyemo,kyemo,kyēymo
계부,gyebu,gyebu,kyebu,kyēypu
계사,gyesa,gyesa,kyesa,kyēysa
계산,gyesan,gyesan,kyesan,kyēysan
계산서,gyesanseo,gyesanseo,kyesansŏ,kyēysanse
계산원,gyesanwon,gyesan-won,kyesanwŏn,kyēysan.wen
계속,gyesok,gyesog,kyesok,kyēysok
계속되다,gyesokdoeda,gyesogdoeda,kyesoktoeda,kyēysokqtoyta
계속하다,gyesokhada,gyesog-hada,kyesokhada,kyēysok.hata
계수,gyesu,gyesu,kyesu,kyēyswu
계승,gyeseung,gyeseung,kyesŭng,kyeysung
계시,gyesi,gyesi,kyesi,kyēysi
계시다,gyesida,gyesida,kyesida,kyēysita
계열,gyeyeol,gyeyeol,kyeyŏl,kyeyyel
계절,gyejeol,gyejeol,kyejŏl,kyēycel
계절적,gyejeoljeok,gyejeoljeog,kyejŏlchŏk,kyēycelqcek
계좌,gyejwa,gyejwa,kyejwa,kyēycwa
계집,gyejip,gyejib,kyejip,kyēycip
계집년,gyejimnyeon,gyejibnyeon,kyejimnyŏn,kyēycipnyen
계집아이,gyejibai,gyejib-ai,kyejibai,kyēycip.ai
계집애,gyejibae,gyejib-ae,kyejibae,kyēycip.ay
계통,gyetong,gyetong,kyet'ong,kyēythong
계획,gyehoek,gyehoeg,kyehoek,kyēyhoyk
계획하다,gyehoekhada,gyehoeg-hada,kyehoekhada,kyēyhoyk.hata
고개,gogae,gogae,kogae,kokay
고객,gogaek,gogaeg,kogaek,kokayk
고갱이,gogaeng-i,gogaeng-i,kogaengi,kokayng.i
고고리,gogori,gogoli,kogori,kokoli
고관,gogwan,gogwan,kogwan,kokwan
고구려,Goguryeo,Gogulyeo,Koguryŏ,Kokwulye
고구마,goguma,goguma,koguma,kōkwuma
고국,goguk,gogug,koguk,kōkwuk
고급,gogeup,gogeub,kogŭp,kokup
고급 지방산,gogeup jibangsan,gogeub jibangsan,kogŭp chibangsan,kokup cipangsan
고기,gogi,gogi,kogi,koki
고기겹빵,gogigyeopppang,gogigyeobppang,kogigyŏppang,kokikyepppang
고기떡,gogitteok,gogitteog,kogittŏk,kokittek
고난,gonan,gonan,konan,konan
고냉이,gonaeng-i,gonaeng-i,konaengi,konayng.i
고니,goni,goni,koni,koni
고대,godae,godae,kodae,kōtay
고대 그리스어,godae geuriseueo,godae geuliseueo,kodae kŭrisŭŏ,kotay kulisue
고대교회슬라브어,godaegyohoeseullabeueo,godaegyohoeseullabeueo,kodaegyohoesŭllabŭŏ,kōtaykyohoysullapue
고독,godok,godog,kodok,kotok
고독하다,godokhada,godog-hada,kodokhada,kotok.hata
고드름,godeureum,godeuleum,kodŭrŭm,kotulum
고등어,godeung-eo,godeung-eo,kodŭngŏ,kotung.e
고등학교,godeunghakgyo,godeunghaggyo,kodŭnghakkyo,kotunghakqkyo
고래,gorae,golae,korae,kolay
고량주,goryangju,golyangju,koryangju,kolyangcwu
고려,goryeo,golyeo,koryŏ,kolye
고려말,goryeomal,golyeomal,koryŏmal,kolyemal
고려하다,goryeohada,golyeohada,koryŏhada,kolyehata
고루,goru,golu,koru,kolwu
고르다,goreuda,goleuda,korŭda,koluta
고리,gori,goli,kori,koli
고리도롱뇽,goridorongnyong,golidolongnyong,koridorongnyong,kolitolongnyong
고릴라,gorilla,golilla,korilla,kolilla
고립지,goripji,golibji,koripchi,kolipqci
고맙다,gomapda,gomabda,komapta,kōmapqta
고맙습니다,gomapseumnida,gomabseubnida,komapsŭmnida,komapqsupnita
고모,gomo,gomo,komo,komo
고모부,gomobu,gomobu,komobu,komopu
고무,gomu,gomu,komu,komu
고문,gomun,gomun,komun,komun
고물,gomul,gomul,komul,komul
고민,gomin,gomin,komin,komin
고민하다,gominhada,gomin-hada,kominhada,komin.hata
고바야시박쥐,gobayasibakjwi,gobayasibagjwi,kobayasibakchwi,kopayasipakqcwi
고발,gobal,gobal,kobal,kōpal
고방오리,gobang-ori,gobang-oli,kobangori,kopang.oli
고백,gobaek,gobaeg,kobaek,kopayk
고백하다,gobaekhada,gobaeg-hada,kobaekhada,kopayk.hata
고뿌,goppu,goppu,koppu,koppu
고산,gosan,gosan,kosan,kosan
고생,gosaeng,gosaeng,kosaeng,kosayng
고생하다,gosaenghada,gosaenghada,kosaenghada,kosaynghata
고소하다,gosohada,gosohada,kosohada,kōsohata
고속,gosok,gosog,kosok,kosok
고속 도로,gosok doro,gosog dolo,kosok toro,kosok tolo
고스트,goseuteu,goseuteu,kosŭt'ŭ,kosuthu
고슴도치,goseumdochi,goseumdochi,kosŭmdoch'i,kosumtochi
고시,gosi,gosi,kosi,kōsi
고아,goa,goa,koa,koa
고아원,goawon,goawon,koawŏn,koawen
고약하다,goyakhada,goyag-hada,koyakhada,kōyak.hata
고양이,goyang-i,goyang-i,koyangi,koyang.i
고양이고래,goyang-igorae,goyang-igolae,koyangigorae,koyang.ikolay
고요,goyo,goyo,koyo,koyo
고요하다,goyohada,goyohada,koyohada,koyohata
고유,goyu,goyu,koyu,koyu
고유명사,goyumyeongsa,goyumyeongsa,koyumyŏngsa,koyumyengsa
고유어,goyueo,goyueo,koyuŏ,koyue
고을,go-eul,go-eul,koŭl,koul
고이다,goida,goida,koida,koita
고작,gojak,gojag,kojak,kocak
고장,gojang,gojang,kojang,kōcang
고전,gojeon,gojeon,kojŏn,kōcen
고전적,gojeonjeok,gojeonjeog,kojŏnjŏk,kōcencek
고정,gojeong,gojeong,kojŏng,koceng
고조,gojo,gojo,kojo,koco
고조되다,gojodoeda,gojodoeda,kojodoeda,kocotoyta
고지,goji,goji,koji,koci
고질병,gojilbyeong,gojilbyeong,kojilpyŏng,kocilqpyeng
고집,gojip,gojib,kojip,kocip
고집불통,gojipbultong,gojibbultong,kojippult'ong,kocipqpulthong
고집스럽다,gojipseureopda,gojibseuleobda,kojipsŭrŏpta,kocipqsulepqta
고집하다,gojiphada,gojib-hada,kojiphada,kocip.hata
고체,goche,goche,koch'e,kochey
고추자지,gochujaji,gochujaji,koch'ujaji,kochwucaci
고추장,gochujang,gochujang,koch'ujang,kochwucang
고춧가루,gochutgaru,gochusgalu,koch'utkaru,kochwusqkalwu
고치다,gochida,gochida,koch'ida,kochita
고통,gotong,gotong,kot'ong,kothong
고통스럽다,gotongseureopda,gotongseuleobda,kot'ongsŭrŏpta,kothongsulepqta
고투,gotu,gotu,kot'u,kōthwu
고프다,gopeuda,gopeuda,kop'ŭda,kophuta
고향,gohyang,gohyang,kohyang,kohyang
고혈압,gohyeorap,gohyeol-ab,kohyŏrap,kohyel.ap
고환,gohwan,gohwan,kohwan,kohwan
곡물,gongmul,gogmul,kongmul,kokmul
곡식,goksik,gogsig,koksik,kokqsik
곡예사,gogyesa,gog-yesa,kogyesa,kok.yeysa
곡조,gokjo,gogjo,kokcho,kokqco
곤난,gonnan,gonnan,konnan,konnan
곤돌라,gondolla,gondolla,kondolla,kontolla
